chembl_id,smiles,ic50,units,pIC50
CHEMBL12713,O=C1NCCN1CCN1CCC(c2cn(-c3ccc(F)cc3)c3ccc(Cl)cc23)CC1,14.0,nM,7.853871964321762
CHEMBL1108,O=C(CCCN1CC=C(n2c(=O)[nH]c3ccccc32)CC1)c1ccc(F)cc1,32.2,nM,7.492144128304169
CHEMBL2368925,O=C(O[C@@H]1C[C@@H]2C[C@H]3C[C@H](C1)N2CC3=O)c1c[nH]c2ccccc12,5950.0,nM,5.22548303427145
CHEMBL6966,COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,143.0,nM,6.844663962534939
CHEMBL1107,CCCCN(CCCC)CCC(O)c1cc2c(Cl)cc(Cl)cc2c2cc(C(F)(F)F)ccc12,196.0,nM,6.707743928643524
CHEMBL998,CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1,173.0,nM,6.761953896871205
CHEMBL370805,COC(=O)[C@H]1[C@@H](OC(=O)c2ccccc2)C[C@@H]2CC[C@H]1N2C,4.4,nM,8.356547323513812
CHEMBL708,O=C1Cc2cc(CCN3CCN(c4nsc5ccccc45)CC3)c(Cl)cc2N1,152.0,nM,6.818156412055227
CHEMBL472,COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,74000.0,nM,4.130768280269024
CHEMBL45816,COCC(=O)O[C@]1(CCN(C)CCCc2nc3ccccc3[nH]2)CCc2cc(F)ccc2[C@@H]1C(C)C,1430.0,nM,5.844663962534939
CHEMBL192,CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3OCC)nc12,100000.0,nM,4.0
CHEMBL32,COc1c(N2C[C@@H]3CCCN[C@@H]3C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,129000.0,nM,3.8894102897007508
CHEMBL629,CN(C)CCC=C1c2ccccc2CCc2ccccc21,10000.0,nM,5.0
CHEMBL31,COc1c(N2CCNC(C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,130000.0,nM,3.886056647693163
CHEMBL1008,CC(C)COCC(CN(Cc1ccccc1)c1ccccc1)N1CCCC1,550.0,nM,6.259637310505756
CHEMBL473,CN(CCOc1ccc(NS(C)(=O)=O)cc1)CCc1ccc(NS(C)(=O)=O)cc1,15.0,nM,7.823908740944319
CHEMBL583,Cc1c(F)c(N2CCNC(C)C2)cc2c1c(=O)c(C(=O)O)cn2C1CC1,104000.0,nM,3.9829666607012197
CHEMBL296419,COc1ccc(CCN2CCC(Nc3nc4ccccc4n3Cc3ccc(F)cc3)CC2)cc1,0.9,nM,9.045757490560675
CHEMBL54,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,28.1,nM,7.55129368009492
CHEMBL61301,Fc1ccc(Cn2c(NC3CCNCC3)nc3ccccc32)cc1,28.0,nM,7.552841968657781
CHEMBL17157,CC(C)(C)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,204.0,nM,6.690369832574102
CHEMBL289469,CN1C2CCCC1CC(NC(=O)c1nn(C)c3ccccc13)C2,3730.0,nM,5.428291168191312
CHEMBL75880,C1CCC(C(CC2CCCCN2)C2CCCCC2)CC1,7800.0,nM,5.107905397309519
CHEMBL1423,O=c1[nH]c2ccccc2n1C1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,18.0,nM,7.7447274948966935
CHEMBL42,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,191.0,nM,6.718966632752273
CHEMBL1729,COc1cc(N)c(Cl)cc1C(=O)NC1CCN(CCCOc2ccc(F)cc2)CC1OC,6.5,nM,8.187086643357144
CHEMBL914,CC(C)(C(=O)O)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,21570.0,nM,4.666149854897455
CHEMBL327980,Cc1cccc(CCN2CCC(C(=O)c3ccc(NS(C)(=O)=O)cc3)CC2)n1,7.7,nM,8.113509274827518
CHEMBL850,C[C@@H]1CN(c2c(F)c(N)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)C[C@H](C)N1,34400.0,nM,4.46344155742847
CHEMBL71,CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21,1470.0,nM,5.8326826652518236
CHEMBL219916,O=c1[nH]c2ccccc2n1CCCN1CCC(n2c(=O)[nH]c3cc(Cl)ccc32)CC1,162.0,nM,6.790484985457369
CHEMBL23,COc1ccc([C@@H]2Sc3ccccc3N(CCN(C)C)C(=O)[C@@H]2OC(C)=O)cc1,17300.0,nM,4.761953896871205
CHEMBL85,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2,163.0,nM,6.787812395596042
CHEMBL94454,CN(c1nccc(=O)[nH]1)C1CCN(c2nc3ccccc3n2Cc2ccc(F)cc2)CC1,350.0,nM,6.455931955649724
CHEMBL123558,CN1CCN(CCCCN2C(=O)CN(/N=C/c3ccc(-c4ccc(Cl)cc4)o3)C2=O)CC1,560.0,nM,6.251811972993799
CHEMBL479,CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2,35.7,nM,7.447331783887806
CHEMBL11,CN(C)CCCN1c2ccccc2CCc2ccccc21,3400.0,nM,5.468521082957745
CHEMBL338109,CN1C(=O)[C@H](NC(=O)C(N)Cc2ccccc2)N=C(c2ccccc2)c2ccccc21,8800.0,nM,5.055517327849832
CHEMBL16900,O=C(Cc1ccc(C(F)(F)F)cc1C(F)(F)F)N[C@@H]1N=C(c2ccccc2)c2ccccc2N(CC(F)(F)F)C1=O,6000.0,nM,5.221848749616356
CHEMBL340353,CN1C(=O)[C@H](NC(=O)CCC2CCCCC2)N=C(c2ccccc2)c2ccccc21,1000.0,nM,6.0
CHEMBL332826,CN1C(=O)[C@H](NC(=O)/C=C/c2ccc(Cl)cc2Cl)N=C(c2ccccc2)c2ccccc21,1500.0,nM,5.823908740944319
CHEMBL127701,O=C(Cc1ccc(Cl)cc1Cl)N[C@@H]1N=C(c2ccccc2)c2ccccc2N(CC(F)(F)F)C1=O,2400.0,nM,5.619788758288394
CHEMBL9387,Cc1cccc(NC(=O)N[C@@H]2N=C(c3ccccc3)c3ccccc3N(C)C2=O)c1,5000.0,nM,5.301029995663981
CHEMBL339327,O=C(Cc1cc(Cl)cc(Cl)c1)N[C@@H]1N=C(c2ccccc2)c2ccccc2N(CC(F)(F)F)C1=O,4000.0,nM,5.3979400086720375
CHEMBL70380,Cc1cccc(NC(=O)N[C@H]2N=C(c3ccccc3)c3ccccc3N(C)C2=O)c1,10000.0,nM,5.0
CHEMBL128007,CN(C)CCN1C(=O)C(NC(=O)CCc2ccc(Cl)cc2Cl)N=C(c2ccccc2)c2ccccc21,100.0,nM,7.0
CHEMBL443476,O=C1NCCN1CCN1CCC(c2cn(-c3ccccc3)c3ccc(Cl)cc23)CC1,88.0,nM,7.055517327849832
CHEMBL53661,O=C1NCCN1CCN1CCC(c2cn(C3CCCCC3)c3ccc(Cl)cc23)CC1,137.0,nM,6.863279432843593
CHEMBL299390,CCC(CC)c1cn(-c2ccc(F)cc2)c2ccc(Cl)cc12,1480.0,nM,5.8297382846050425
CHEMBL12186,O=C1NCCN1CCN1CC=C(c2cn(-c3ccc(F)cc3)c3ccc(Cl)cc23)CC1,10.0,nM,8.0
CHEMBL299590,CC(C)(C)c1ccc2c(ccn2-c2ccc(F)cc2)c1,10000.0,nM,5.0
CHEMBL556312,O=C1NCCN1CCN1CCC(C2CN(c3ccc(F)cc3)c3ccccc32)CC1,23.5,nM,7.628932137728263
CHEMBL55835,O=C(O)Cc1ccc(-n2cc(C3CCN(CCN4CCNC4=O)CC3)c3cc(Cl)ccc32)cc1,579.0,nM,6.2373214362725635
CHEMBL298978,Fc1ccc(-n2cc(C3CCN(CCN4CCN=C4S)CC3)c3ccccc32)cc1,6.2,nM,8.207608310501746
CHEMBL53871,CCC(O)(CC)c1cn(-c2ccc(F)cc2)c2ccc(Cl)cc12,15700.0,nM,4.804100347590766
CHEMBL300927,O=C(O)c1ccc(-n2cc(C3CCN(CCN4CCNC4=O)CC3)c3cc(Cl)ccc32)cc1,75000.0,nM,4.1249387366083
CHEMBL301992,CC(=O)c1cn(-c2ccc(F)cc2)c2ccc(Cl)cc12,10000.0,nM,5.0
CHEMBL52348,CCCc1cn(-c2ccc(F)cc2)c2ccc(Cl)cc12,26000.0,nM,4.585026652029182
CHEMBL53866,CCC(O)c1cn(-c2ccc(F)cc2)c2ccc(Cl)cc12,2200.0,nM,5.657577319177793
CHEMBL53089,CC(C)c1cn(-c2ccc(F)cc2)c2ccc(Cl)cc12,10000.0,nM,5.0
CHEMBL301956,CN(C)Cc1cn(-c2ccc(F)cc2)c2ccc(Cl)cc12,11.0,nM,7.958607314841775
CHEMBL53321,CCC(=O)c1cn(-c2ccc(F)cc2)c2ccc(Cl)cc12,1947.0,nM,5.710634048479968
CHEMBL52794,CC(O)c1cn(-c2ccc(F)cc2)c2ccc(Cl)cc12,4550.0,nM,5.341988603342887
CHEMBL12780,O=C1NCCN1CCN1CCC(c2cn(-c3ccc(F)cc3)c3ccccc23)CC1,7.0,nM,8.154901959985743
CHEMBL300907,CCc1cn(-c2ccc(F)cc2)c2ccc(Cl)cc12,3500.0,nM,5.455931955649724
CHEMBL415944,COC(=O)Cc1ccc(-n2cc(C3CCN(CCN4CCNC4=O)CC3)c3cc(Cl)ccc32)cc1,131.0,nM,6.882728704344236
CHEMBL52627,CS(=O)(=O)Nc1ccc2c(c1)C(O)CC1(CCN(C3CCc4cc(C#N)ccc4C3)CC1)O2,34.0,nM,7.468521082957745
CHEMBL52832,CC(C)(O)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,460.0,nM,6.337242168318426
CHEMBL52999,COC(=O)c1ccc(-n2cc(C3CCN(CCN4CCNC4=O)CC3)c3cc(Cl)ccc32)cc1,36.0,nM,7.443697499232712
CHEMBL273235,Fc1ccc(-n2cc(C3CCNCC3)c3cc(Cl)ccc32)cc1,204.0,nM,6.690369832574102
CHEMBL193,COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1[N+](=O)[O-],50118.72,nM,4.300000029139088
CHEMBL60796,Oc1ccc(CCN2CCC(Nc3nc4ccccc4n3Cc3ccc(F)cc3)CC2)cc1,1.0,nM,9.0
CHEMBL1110,Cc1[nH]cnc1CN1CCc2c(c3ccccc3n2C)C1=O,3235.94,nM,5.489999539566098
CHEMBL723,COc1ccccc1OCCNCC(O)COc1cccc2[nH]c3ccccc3c12,10471.29,nM,4.97999981255505
CHEMBL2093896,CSc1ccc([C@H]2N=C(OCc3ccc(NS(C)(=O)=O)cc3)N(C)Cc3ccccc32)cc1.Cl,21000.0,nM,4.6777807052660805
CHEMBL5315124,C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23.C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23.O,912010.84,nM,3.0399999996932876
CHEMBL549,CN(C)CCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,3981.07,nM,5.40000018605658
CHEMBL3350235,CSc1ccc([C@@H]2N=C(OCc3ccc(NS(C)(=O)=O)cc3)N(C)Cc3ccccc32)cc1.Cl,56000.0,nM,4.251811972993799
CHEMBL319742,O=C(O[C@H]1C[C@@H]2C[C@@H]3C[C@@H](C1)N2CC3=O)C1CNc2ccccc21,5888.44,nM,5.229999745811777
CHEMBL533,CCCCCCCN(CC)CCCC(O)c1ccc(NS(C)(=O)=O)cc1,10.0,nM,8.0
CHEMBL517,CC(C)N(CCC(C(N)=O)(c1ccccc1)c1ccccn1)C(C)C,91201.08,nM,4.040000018741066
CHEMBL1788206,CN1Cc2ccccc2[C@@H](c2ccccc2)N=C1OCc1ccc(NS(C)(=O)=O)cc1.O=C(O)/C=C/C(=O)O,38000.0,nM,4.42021640338319
CHEMBL1788304,CN1Cc2ccccc2[C@H](c2ccc(F)cc2F)N=C1CCc1ccc(NS(C)(=O)=O)cc1.Cl,85000.0,nM,4.070581074285707
CHEMBL505,CN(C)CCC(c1ccc(Cl)cc1)c1ccccn1,20892.96,nM,4.68000002720016
CHEMBL17423,COc1ccc(C(=O)N2CCN(c3ccc4c(c3)CCC(=O)N4)CC2)cc1OC,1096.48,nM,5.95999928552668
CHEMBL535650,Cl.OC(c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12)C1CCCCN1,5623.41,nM,5.250000251143582
CHEMBL8,O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,954992.59,nM,3.0199999981906998
CHEMBL845,Clc1ccc2c(c1)N=C(N1CCNCC1)c1ccccc1N2,4466.84,nM,5.349999603463148
CHEMBL41,CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1,1513.56,nM,5.820000358220839
CHEMBL633,CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1,10000.0,nM,5.0
CHEMBL22,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,239883.29,nM,3.620000003443366
CHEMBL1000,O=C(O)COCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,30199.52,nM,4.519999959791458
CHEMBL657,CN(C)CCOC(c1ccccc1)c1ccccc1,26915.35,nM,4.569999968362492
CHEMBL157101,CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,1905.46,nM,5.720000163638921
CHEMBL72,CNCCCN1c2ccccc2CCc2ccccc21,1513.56,nM,5.820000358220839
CHEMBL3,CN1CCC[C@H]1c1cccnc1,245470.89,nM,3.6100000027750427
CHEMBL1741,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,58884.37,nM,4.229999967073058
CHEMBL475534,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc([N+](=O)[O-])c1,10000.0,nM,5.0
CHEMBL1088,CN1CCCCC1CCN1c2ccccc2Sc2ccc([S+](C)[O-])cc21,323.59,nM,6.490004907986601
CHEMBL96153,COc1ccc(C2CCN(CC[C@H]3CCOc4ccccc43)CC2)cc1OC,251.19,nM,6.599997654072044
CHEMBL94664,COc1ccc(C2CCN(CCC3CCOc4ccccc43)CC2)cc1OC,199.53,nM,6.699991797446187
CHEMBL2092889,CN1Cc2ccccc2[C@H](c2ccccc2)N=C1OCc1ccc(NS(C)(=O)=O)cc1.O=C(O)/C=C/C(=O)O,29000.0,nM,4.5376020021010435
CHEMBL1106,NC1=NCC2c3ccccc3Cc3ccccc3N12,100000.0,nM,4.0
CHEMBL46,Cc1nccn1CC1CCc2c(c3ccccc3n2C)C1=O,812.83,nM,6.090000275786018
CHEMBL1294,C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12,323.59,nM,6.490004907986601
CHEMBL715,Cc1cc2c(s1)Nc1ccccc1N=C2N1CCN(C)CC1,181.97,nM,6.740000204918113
CHEMBL2092890,CN1Cc2ccccc2[C@@H](c2ccc(F)cc2F)N=C1CCc1ccc(NS(C)(=O)=O)cc1.Cl,38000.0,nM,4.42021640338319
CHEMBL652,O=C(NCC1CCCCN1)c1cc(OCC(F)(F)F)ccc1OCC(F)(F)F,3890.45,nM,5.410000161858408
CHEMBL1712,Cl.O=C1Cc2cc(CCN3CCN(c4nsc5ccccc45)CC3)c(Cl)cc2N1,120.23,nM,6.919987152892072
CHEMBL368895,CN(C)CCCn1nc(C2=C(c3cn(-c4ccc5ccccc5c4)c4ccccc34)C(=O)NC2=O)c2ccccc21,28.0,nM,7.552841968657781
CHEMBL180672,CC(C)(Cc1ccc2ccccc2c1)NC[C@@H](O)COc1cccc(Cl)c1C#N,194.0,nM,6.7121982700697735
CHEMBL537847,CN1CCN(CCCCN2C(=O)CN(/N=C/c3ccc(-c4ccc(Cl)cc4)o3)C2=O)CC1.Cl,562.34,nM,6.2500010234416505
CHEMBL298475,CN([C@H]1c2cc(OCCCC(F)(F)F)ccc2OC(C)(C)[C@@H]1O)S(C)(=O)=O,12600.0,nM,4.899629454882437
CHEMBL532,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,39000.0,nM,4.4089353929735005
CHEMBL1264,CCCNCC(O)COc1ccc(O)cc1C(=O)CCc1ccccc1,40000.0,nM,4.3979400086720375
CHEMBL1365,NCC(O)COc1ccccc1C(=O)CCc1ccccc1,44000.0,nM,4.356547323513812
CHEMBL16,O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1,240000.0,nM,3.619788758288394
CHEMBL129583,CS(=O)(=O)Nc1ccc2c(c1)C(=O)CC1(CCN(CCc3ccc4nonc4c3)CC1)O2,8.0,nM,8.096910013008056
CHEMBL182977,CCCCCCCN(CC)CCCCc1ccc([N+](=O)[O-])cc1,10.0,nM,8.0
CHEMBL182646,COc1ccc(CCN(C)CCCN(C(=O)c2ccc([N+](=O)[O-])cc2)c2ccc(OC)c(OC)c2)cc1OC,20.0,nM,7.698970004336019
CHEMBL9484,CCCCCCC[N+](CC)(CC)CCCCc1ccc(Cl)cc1,150.0,nM,6.823908740944319
CHEMBL362103,CCC[S+]([O-])CCCN(CC)CC(O)COc1ccc(C#N)cc1,250.0,nM,6.6020599913279625
CHEMBL363295,CC(CC(c1ccccc1)c1ccccc1)NC(C)(C)C,500.0,nM,6.301029995663981
CHEMBL631,CCCNCC(O)COc1ccccc1C(=O)CCc1ccccc1,800.0,nM,6.096910013008056
CHEMBL353985,COc1ccc(CCN(C)CCOc2ccc(NS(C)(=O)=O)cc2N)cc1OC,1000.0,nM,6.0
CHEMBL511,COc1ccc(CN(CCN(C)C)c2ccccn2)cc1,1100.0,nM,5.958607314841775
CHEMBL184412,CCCCc1oc2ccc(NS(C)(=O)=O)cc2c1C(=O)c1ccc(OCCCN(CCCC)CCCC)cc1,3000.0,nM,5.522878745280337
CHEMBL184014,COc1ccc(CCNC(C)COc2c(C)cccc2C)cc1OC,6100.0,nM,5.214670164989233
CHEMBL87045,c1ccc(C2(c3ccccc3)CC2C2=NCCN2)cc1,8800.0,nM,5.055517327849832
CHEMBL360861,Cn1c(NCCN(CCO)CCCc2ccc([N+](=O)[O-])cc2)cc(=O)n(C)c1=O,10000.0,nM,5.0
CHEMBL185434,CCN(CC)CC#CCOC(=O)[C@](O)(c1ccccc1)C1CCCCC1,12000.0,nM,4.920818753952375
CHEMBL186873,COc1cc2c(cc1OC)C1Cc3ccc(OC)c(OC)c3C(Cc3ccccc3)N1CC2,14000.0,nM,4.853871964321762
CHEMBL442717,COc1cc2c(cc1OC)[C@@H](Cc1ccc(Oc3cc(C[C@@H]4c5cc(OC)c(OC)cc5CCN4C)ccc3O)cc1)N(C)CC2,16000.0,nM,4.795880017344075
CHEMBL1726,COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)C)C1c1ccccc1[N+](=O)[O-],23000.0,nM,4.638272163982407
CHEMBL1097,CCN(CC)CCNC(=O)c1ccc(NC(C)=O)cc1,100000.0,nM,4.0
CHEMBL362721,CN1Cc2ccccc2[C@@H](c2ccccc2)N=C1CCc1ccccc1,90.0,nM,7.045757490560675
CHEMBL184461,COc1ccc(CCNCCCNC(=O)c2ccc([N+](=O)[O-])cc2)cc1OC,420.0,nM,6.376750709602099
CHEMBL46516,O=C1NCN(c2ccccc2)C12CCN(CCCC(c1ccc(F)cc1)c1ccc(F)cc1)CC2,2300.0,nM,5.638272163982407
CHEMBL76,CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12,2500.0,nM,5.6020599913279625
CHEMBL416956,OC(c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12)C1CCCCN1,2600.0,nM,5.585026652029182
CHEMBL38827,CCCCN(CCCC)CC(O)c1cc(Cl)cc2c1-c1ccc(Cl)cc1/C2=C/c1ccc(Cl)cc1,8100.0,nM,5.0915149811213505
CHEMBL183418,CC(C)[C@@H](Oc1ccc(CNC(=O)[C@@H]2CCCN2C(=O)C(N)C2CCCCC2)cc1)C(=O)O.O=C(O)C(F)(F)F,90000.0,nM,4.045757490560675
CHEMBL182223,NC(CC(=O)N1CCC[C@H]1C(=O)NCc1ccc(C(=O)O)cc1)Cc1ccc(F)c(F)c1.O=C(O)C(F)(F)F,79000.0,nM,4.102372908709558
CHEMBL435882,NC(CC(=O)N1CCC[C@H]1C(=O)NCc1ccc(C(F)(F)F)cc1)Cc1ccccc1F.O=C(O)C(F)(F)F,870.0,nM,6.060480747381382
CHEMBL364102,CC(C)[C@@H](Oc1ccc(CNC(=O)[C@@H]2CCCN2C(=O)CC(N)Cc2cc(F)ccc2F)cc1)C(=O)O.O=C(O)C(F)(F)F,76000.0,nM,4.119186407719209
CHEMBL183289,CC(C)[C@@H](Oc1ccc(CNC(=O)[C@@H]2CCCN2C(=O)CC(N)Cc2c(F)c(F)c(F)c(F)c2F)cc1)C(=O)O.O=C(O)C(F)(F)F,100000.0,nM,4.0
CHEMBL186482,COC(=O)Cc1ccc(CNC(=O)[C@@H]2CSCN2C(=O)CC(N)Cc2ccccc2F)cc1.O=C(O)C(F)(F)F,9700.0,nM,5.013228265733755
CHEMBL186730,NCc1ccc(F)c(C2CCN(C(=O)c3cccc(-c4nc(-c5cccs5)no4)c3)CC2)c1,800.0,nM,6.096910013008056
CHEMBL188068,NCc1ccc(F)c(C2CCN(C(=O)c3cc(C(=O)O)cc(-c4nc(-c5cccs5)no4)c3)CC2)c1,76800.0,nM,4.114638779968488
CHEMBL362874,NCc1cccc(C2CCN(C(=O)c3cc(C(N)=O)cc(-c4nc(-c5cccs5)no4)c3)CC2)c1,30000.0,nM,4.522878745280337
CHEMBL365062,NCc1ccc(F)c(C2CCN(C(=O)c3cc(C(N)=O)cc(-c4nc(-c5cccs5)no4)c3)CC2)c1,17100.0,nM,4.767003889607846
CHEMBL195755,C[C@@H](c1ccc(-c2cccc(C(=O)O)c2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F,100000.0,nM,4.0
CHEMBL189881,C[C@@H](c1ccc(-c2ccc(F)cc2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F,1100.0,nM,5.958607314841775
CHEMBL2113086,O=C(O)[C@@H](CC1CCC1)N1C[C@H](CN2CCC(c3cnc4ccccn34)CC2)[C@@H](c2cccc(F)c2)C1,2700.0,nM,5.568636235841013
CHEMBL195378,C[C@@H](c1ccc(-c2cccc(-c3nn[nH]n3)c2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F,59000.0,nM,4.229147988357856
CHEMBL370072,C[C@@H](c1ccc(-c2cccc(-c3noc(O)n3)c2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F,28000.0,nM,4.552841968657781
CHEMBL435886,O=C(O)[C@@H](CC1CCC1)N1C[C@H](CN2CCC(c3cnc4ccc(C(F)(F)F)cn34)CC2)[C@@H](c2cccc(F)c2)C1,10000.0,nM,5.0
CHEMBL196983,COc1ccc([C@@H](O)C[C@H]2c3cc(OC)c(OC)cc3CCN2C)cc1,790.0,nM,6.102372908709558
CHEMBL197467,COc1cc2c(cc1OC)[C@H](C[C@H](O)c1ccc(Cl)cc1)N(C)CC2,400.0,nM,6.3979400086720375
CHEMBL197243,COc1cccc(CN2CCCCCCC2)c1OCc1csc(-c2ccccc2)n1,180.0,nM,6.7447274948966935
CHEMBL197304,COc1cccc(CN2CCCCCCC2)c1OCc1csc(-c2ccc(Cl)cc2)n1,40.0,nM,7.3979400086720375
CHEMBL195180,Clc1ccc(-c2nc(COc3ccccc3CN3CCCCCCC3)cs2)cc1,30.0,nM,7.522878745280337
CHEMBL92870,Cc1cccc(C)c1NC(=O)CN1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,15.85,nM,7.79997073344623
CHEMBL1382,Cc1ccc(O)c([C@H](CCN(C(C)C)C(C)C)c2ccccc2)c1,16.98,nM,7.770062314092066
CHEMBL364512,Cc1nc2n(c(=O)c1CCN1CCC(C3NOc4cc(F)ccc43)CC1)CCCC2,151.36,nM,6.819988880942282
CHEMBL364912,COc1cccc(C(=O)N2CCCC2)c1OCc1csc(-c2ccc(Cl)cc2)n1,7700.0,nM,5.113509274827518
CHEMBL195235,O=C(c1ccccc1OCc1csc(-c2ccc(Cl)cc2)n1)N1CCCC1,9800.0,nM,5.008773924307505
CHEMBL607,CCOC(=O)C1(c2ccccc2)CCN(C)CC1,323.59,nM,6.490004907986601
CHEMBL2,COc1cc2nc(N3CCN(C(=O)c4ccco4)CC3)nc(N)c2cc1OC,1584.89,nM,5.800000874803203
CHEMBL596,CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1,1819.7,nM,5.740000204918113
CHEMBL1514,CC[C@H](OC(C)=O)C(C[C@H](C)N(C)C)(c1ccccc1)c1ccccc1,2187.76,nM,5.660000322371772
CHEMBL305660,CC(C)(C)c1ccc(C(=O)CCCN2CCC(OC(c3ccccc3)c3ccccc3)CC2)cc1,3019.95,nM,5.5200002474083645
CHEMBL511142,CO[C@@]12CC[C@@]3(C[C@@H]1[C@](C)(O)C(C)(C)C)[C@H]1Cc4ccc(O)c5c4[C@@]3(CCN1CC1CC1)[C@H]2O5,7585.78,nM,5.119999756699334
CHEMBL651,CCC(=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1,9772.37,nM,5.010000098195094
CHEMBL196431,C/C=C1/N(C)C(C)CC1(c1ccccc1)c1ccccc1,50118.72,nM,4.300000029139088
CHEMBL640,CCN(CC)CCNC(=O)c1ccc(N)cc1,138038.43,nM,3.8599999888634113
CHEMBL485,COc1ccc2c3c1O[C@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)N(C)CC[C@@]341,301995.17,nM,3.5200000029339815
CHEMBL194564,O=c1cc(NC2CCN(Cc3ccc4c(c3)OCO4)CC2)c2cc(Cl)ccc2o1,2250.0,nM,5.647817481888637
CHEMBL198387,CC(C)(C)C1CCC2(CC1)CCN(c1ccc(OC(F)(F)F)cc1)C(=O)N2Cc1ccc(C(=O)Nc2nn[nH]n2)cc1,5400.0,nM,5.267606240177032
CHEMBL201307,COc1cc2c(Nc3ncc(CC(=O)Nc4cccc(F)c4)s3)ncnc2cc1OCCCN1CCC(CO)CC1,10000.0,nM,5.0
CHEMBL381145,C[C@@H](c1ccc(-c2ccc(O)nc2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F,8300.0,nM,5.080921907623926
CHEMBL203169,C[C@@H](c1ccc(-c2cn(C)c(=O)cc2CO)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F,100000.0,nM,4.0
CHEMBL205872,C[C@@H](c1ccc(-c2ccc(=O)n(C)c2F)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F,100000.0,nM,4.0
